CLAVE|DESCRIPCION|DESCRIPCION_BUSQUEDA|LINEA|GRABADO|COLOR|LONGITUD|ANCHO|ESPESOR|PRECIO|INVENTARIO
1.22*12.20OP6|POL. CELULAR 1.22*12.20 BLANCO 6.0MM|POLICARBONATO CELULAR 122X1220 BLANCO 6MM|POL|LISO|BLANCO|12.2|1.22|6|3036|
1.22*2.44C6|POL. CELULAR 1.22*2.44 CRISTAL  6.0MM|POLICARBONATO CELULAR 122X244 CRISTAL 6MM|POL|LISO|CRISTAL|2.44|1.22|6|580|
12*12OP6|POL.CELULAR 1.22*1.22  CRISTAL  6.0MM|POLICARBONATO CELULAR 122X122 CRISTAL 6MM|POL|LISO|CRISTAL|1.22|1.22|6|2902|
122*1220A6|POL. CELULAR 1.22*12.20 AZUL 6.0MM|POLICARBONATO CELULAR 122X1220 AZUL 6MM|POL|LISO|AZUL|12.2|1.22|6|3036|
122*1220B6|POL. CELULAR 1.22*12.20 BRONCE 6.0MM|POLICARBONATO CELULAR 122X1220 BRONCE 6MM|POL|LISO|BRONCE|12.2|1.22|6|3036|
122*1220B8|POL. CELULAR 1.22*12.20 BRONCE 8.0MM|POLICARBONATO CELULAR 122X1220 BRONCE 8MM|POL|DOLARES|BRONCE|12.2|1.22|8|0|
122*1220C8|POL. CELULAR 1.22*12.20 CRISTAL 8.0MM|POLICARBONATO CELULAR 122X1220 CRISTAL 6MM|POL|LISO|CRISTAL|12.2|1.22|8|0|
122*1220G6|POL. CELULAR 1.22*12.20 GRIS 6.0MM|POLICARBONATO CELULAR 122X1220 GRIS 6MM|POL|LISO|GRIS|12.2|1.22|6|3036|
122*1220OP8|POL. CELULAR 1.22*12.20 BLANCO 8.0MM|POLICARBONATO CELULAR 122X1220 BLANCO 6MM|POL|LISO|BLANCO|12.2|1.22|8|0|
122*1220V6|POL. CELULAR 1.22*12.20 VERDE 6.0MM|POLICARBONATO CELULAR 122X1220 VERDE 6MM|POL|LISO|VERDE|12.2|1.22|6|3036|
122*244A6|POL. CELULAR 1.22*2.44 AZUL 6.0MM|POLICARBONATO CELULAR 122X244 AZUL 6MM|POL|LISO|AZUL|2.44|1.22|6|607|
122*244B6|POL. CELULAR  1.22*2.44 BRONCE 6.0MM|POLICARBONATO CELULAR 122X244 BRONCE 6MM|POL|LISO|BRONCE|2.44|1.22|6|607|
122*244B6E|POL. SOLIDO 1.22*2.44 EXT. BRONCE 6.0MM|POLICARBONATO SOLIDO 122X244 EXTERIOR BRONCE 6MM|POL SOL|DOLARES|BRONCE|2.44|1.22|6|0|
122*244C3EXT|POL. SOLIDO 1.22*2.44 EXT. CRISTAL 3.0MM|POLICARBONATO SOLIDO 122X244 EXTERIOR CRISTAL 3MM|POL SOL|DOLARES|CRISTAL|2.44|1.22|3|0|
122*244CS6I|POL. SOLIDO 1.22*2.44 INT. CRISTAL 6.0MM|POLICARBONATO SOLIDO 122X244 INTERIOR CRISTAL 6MM|POL SOL|DOLARES|CRISTAL|2.44|1.22|6|0|
122*244CSI|POL. SOLIDO 1.22*2.44 INT. CRISTAL 3.0MM|POLICARBONATO SOLIDO 122X244 INTERIOR CRISTAL 3MM|POL SOL|DOLARES|CRISTAL|2.44|1.22|3|0|
122*244G6|POL. CELULAR 1.22*2.44 GRIS 6.0MM|POLICARBONATO CELULAR 122X244 GRIS 6MM|POL|LISO|GRIS|2.44|1.22|6|607|
122*244OP6|POL. CELULAR 1.22*2.44 BLANCO 6.0MM|POLICARBONATO CELULAR 122X244 BLANCO 6MM|POL|LISO|BLANCO|2.44|1.22|6|607|
122*244V6|POL. CELULAR 1.22*2.44 VERDE 6.0MM|POLICARBONATO CELULAR 122X244 VERDE 6MM|POL|LISO|VERDE|2.44|1.22|6|607|
122*366A6|POL. CELULAR 1.22*3.66 AZUL 6.0MM|POLICARBONATO CELULAR 122X366 AZUL 6MM|POL|LISO|AZUL|3.66|1.22|6|911|
122*366B6|POL. CELULAR 1.22*3.66 BRONCE 6.0MM|POLICARBONATO CELULAR 122X366 BRONCE 6MM|POL|LISO|BRONCE|3.66|1.22|6|911|
122*366C6|POL. CELULAR 1.22*3.66 CRISTAL 6.0MM|POLICARBONATO CELULAR 122X366 CRISTAL 6MM|POL|LISO|CRISTAL|3.66|1.22|6|871|
122*366G6|POL. CELULAR 1.22*3.66 GRIS 6.0MM|POLICARBONATO CELULAR 122X366 GRIS 6MM|POL|LISO|GRIS|3.66|1.22|6|911|
122*366OP6|POL. CELULAR 1.22*3.66 BLANCO 6.0MM|POLICARBONATO CELULAR 122X366 BLANCO 6MM|POL|LISO|BLANCO|3.66|1.22|6|911|
122*366V6|POL. CELULAR 1.22*3.66 VERDE 6.0MM|POLICARBONATO CELULAR 122X366 VERDE 6MM|POL|LISO|VERDE|3.66|1.22|6|911|
122*488A6|POL. CELULAR 1.22*4.88 AZUL 6.0MM|POLICARBONATO CELULAR 122X488 AZUL 6MM|POL|LISO|AZUL|4.88|1.22|6|1215|
122*488B6|POL. CELULAR 1.22*4.88 BRONCE 6.0MM|POLICARBONATO CELULAR 122X488 BRONCE 6MM|POL|LISO|BRONCE|4.88|1.22|6|1215|
122*488C6|POL. CELULAR 1.22*4.88 CRISTAL 6.0MM|POLICARBONATO CELULAR 122X488 CRISTAL 6MM|POL|LISO|CRISTAL|4.88|1.22|6|1161|
122*488G6|POL. CELULAR 1.22*4.88 GRIS 6.0MM|POLICARBONATO CELULAR 122X488 GRIS 6MM|POL|LISO|GRIS|4.88|1.22|6|1215|
122*488OP6|POL. CELULAR 1.22*4.88 BLANCO 6.0MM|POLICARBONATO CELULAR 122X488 BLANCO 6MM|POL|LISO|BLANCO|4.88|1.22|6|1215|
122*488V6|POL.CELULAR 1.22*4.88 VERDE 6.0MM|POLICARBONATO CELULAR 122X488 VERDE 6MM|POL|LISO|VERDE|4.88|1.22|6|1215|
122*610A6|POL. CELULAR 1.22*6.10 AZUL 6.0MM|POLICARBONATO CELULAR 122X610 AZUL 6MM|POL|LISO|AZUL|6.1|1.22|6|1518|
122*610B6|POL. CELULAR 1.22*6.10 BRONCE 6.0MM|POLICARBONATO CELULAR 122X610 BRONCE 6MM|POL|LISO|BRONCE|6.1|1.22|6|1518|
122*610C6|POL. CELULAR  1.22*6.10 CRISTAL 6.0MM|POLICARBONATO CELULAR 122X610 CRISTAL 6MM|POL|LISO|CRISTAL|6.1|1.22|6|1451|
122*610G6|POL. CELULAR 1.22*6.10 GRIS 6.0MM|POLICARBONATO CELULAR 122X610 CRISTAL 6MM|POL|LISO|GRIS|6.1|1.22|6|1518|
122*610OP6|POL. CELULAR 1.22*6.10 BLANCO 6.0MM|POLICARBONATO CELULAR 122X610 BLANCO 6MM|POL|LISO|BLANCO|6.1|1.22|6|1518|
122*610V6|POL. CELULAR 1.22*6.10 VERDE 6.0MM|POLICARBONATO CELULAR 122X610 VERDE 6MM|POL|LISO|VERDE|6.1|1.22|6|1518|
122*732A6|POL. CELULAR 1.22*7.32 AZUL 6.0MM|POLICARBONATO CELULAR 122X732 AZUL 6MM|POL|LISO|AZUL|7.32|1.22|6|1822|
122*732B6|POL. CELULAR 1.22*7.32 BRONCE 6.0MM|POLICARBONATO CELULAR 122X732 BRONCE 6MM|POL|LISO|BRONCE|7.32|1.22|6|1822|
122*732C6|POL. CELULAR 1.22*7.32 CRISTAL 6.0MM|POLICARBONATO CELULAR 122X732 CRISTAL 6MM|POL|LISO|CRISTAL|7.32|1.22|6|1741|
122*732G6|POL. CELULAR 1.22*7.32 GRIS 6.0MM|POLICARBONATO CELULAR 122X732 GRIS 6MM|POL|LISO|GRIS|7.32|1.22|6|1822|
122*732OP6|POL. CELULAR 1.22*7.32 BLANCO 6.0MM|POLICARBONATO CELULAR 122X732 BLANCO 6MM|POL|LISO|BLANCO|7.32|1.22|6|1822|
122*732V6|POL. CELULAR 1.22*7.32 VERDE 6.0MM|POLICARBONATO CELULAR 122X732 VERDE 6MM|POL|LISO|VERDE|7.32|1.22|6|1822|
122*854A6|POL. CELULAR 1.22*8.54 AZUL 6.0MM|POLICARBONATO CELULAR 122X854 AZUL 6MM|POL|LISO|AZUL|8.54|1.22|6|2125|
122*854B6|POL. CELULAR 1.22*8.54 BRONCE 6.0MM|POLICARBONATO CELULAR 122X854 BRONCE 6MM|POL|LISO|BRONCE|8.54|1.22|6|2125|
122*854C6|POL. CELULAR 1.22*8.54 CRISTAL 6.0MM|POLICARBONATO CELULAR 122X854 CRISTAL 6MM|POL|LISO|CRISTAL|8.54|1.22|6|2032|
122*854G6|POL. CELULAR 1.22*8.54 GRIS 6.0MM|POLICARBONATO CELULAR 122X854 GRIS 6MM|POL|LISO|GRIS|8.54|1.22|6|2125|
122*854OP6|POL. CELULAR 1.22*8.54 BLANCO 6.0MM|POLICARBONATO CELULAR 122X854 BLANCO 6MM|POL|LISO|BLANCO|8.54|1.22|6|2125|
122*854V6|POL. CELULAR 1.22*8.54 VERDE 6.0MM|POLICARBONATO CELULAR 122X854 VERDE 6MM|POL|LISO|VERDE|8.54|1.22|6|2125|
122*976A6|POL. CELULAR 1.22*9.76 AZUL 6.0MM|POLICARBONATO CELULAR 122X976 AZUL 6MM|POL|LISO|AZUL|9.76|1.22|6|2429|
122*976B6|POL. CELULAR 1.22*9.76 BRONCE 6.0MM|POLICARBONATO CELULAR 122X976 BRONCE 6MM|POL|LISO|BRONCE|9.76|1.22|6|2429|
122*976C6|POL. CELULAR 1.22*9.76 CRISTAL 6.0MM|POLICARBONATO CELULAR 122X976 CRISTAL 6MM|POL|LISO|CRISTAL|9.76|1.22|6|2322|
122*976G6|POL. CELULAR 1.22*9.76 GRIS 6.0MM|POLICARBONATO CELULAR 122X976 GRIS 6MM|POL|LISO|GRIS|9.76|1.22|6|2429|
122*976OP6|POL. CELULAR 1.22*9.76 BLANCO 6.0MM|POLICARBONATO CELULAR 122X976 BLANCO 6MM|POL|LISO|BLANCO|9.76|1.22|6|2429|
122*976V6|POL. CELULAR 1.22*9.76 VERDE 6.0MM|POLICARBONATO CELULAR 122X976 VERDE 6MM|POL|LISO|VERDE|9.76|1.22|6|2429|
1220PERLECENTE|POL.CEL. 2.10*12.20 GRIS PERLECENTE|POLICARBONATO CELULAR 210X1220 GRIS PERLECENTE 6MM|POL|LISO|GRIS|12.2|2.1|6|5226|
127AMARILLA|LAMINA T/RURAL 1.20 *1.27 AMARILLA|LAMINA RURAL 120X127 AMARILLA|LAM|LISO|AMARILLA|1.27|1.2|1.8|168|
127BLANCA|LAMINA T/RURAL 1.20 *1.27 BLANCA|LAMINA RURAL 120X127 BLANCA|LAM|LISO|BLANCO|1.27|1.2|1.8|168|
127VERDE|LAMINA T/RURAL 1.20 *1.27 VERDE|LAMINA RURAL 120X127 VERDE|LAM|LISO|VERDE|1.27|1.2|1.8|168|
145*25LISA|ROLLO DE LAMINA LISA 1.45*25.00 MTS|ROLLO LAMINA LISA 145X25|LAM|LISO|BLANCO|25|1.45|1.8|5329|
1812PERLECENTE|POL.CEL.1.22*12.20 GRIS PERLECENTE|POLICARBONATO CELULAR 122X1220 GRIS PERLECENTE 6MM|POL|LISO|GRIS|12.2|1.22|6|3036|
183*1220A6|POL. CELULAR 1.83*12.20 AZUL 6.0MM|POLICARBONATO CELULAR 183X1220 AZUL 6MM|POL|LISO|AZUL|12.2|1.83|6|4555|
183*1220B6|POL. CELULAR 1.83*12.20 BRONCE 6.0MM|POLICARBONATO CELULAR 183X1220 BRONCE 6MM|POL|LISO|BRONCE|12.2|1.83|6|4555|
183*1220B8|POL. CELULAR 1.83*12.20 BRONCE 8.0MM|POLICARBONATO CELULAR 183X1220 BRONCE 8MM|POL|DOLARES|BRONCE|12.2|1.83|6|0|
183*1220C10|POL. CELULAR 1.83*12.20 CRISTAL  10.0MM|POLICARBONATO CELULAR 183X1220 CRISTAL 10MM|POL|DOLARES|CRISTAL|12.2|1.83|6|0|
183*1220C6|POL. CELULAR 1.83*12.20 CRISTAL 6.0MM|POLICARBONATO CELULAR 183X1220 CRISTAL 6MM|POL|LISO|CRISTAL|12.2|1.83|6|4354|
183*1220C8|POL. CELULAR 1.83*12.20 CRISTAL 8.0MM|POLICARBONATO CELULAR 183X1220 CRISTAL 8MM|POL|DOLARES|CRISTAL|12.2|1.83|6|0|
183*1220G6|POL. CELULAR 1.83*12.20 GRIS 6.0MM|POLICARBONATO CELULAR 183X1220 GRIS 6MM|POL|LISO|GRIS|12.2|1.83|6|4555|
183*1220OP6|POL. CELULAR 1.83*12.20 BLANCO 6.0MM|POLICARBONATO CELULAR 183X1220 BLANCO 6MM|POL|LISO|BLANCO|12.2|1.83|6|4555|
183*1220OP8|POL. CELULAR 1.83*12.20 BLANCO 8.0MM|POLICARBONATO CELULAR 183X1220 BLANCO 8MM|POL|DOLARES|BLANCO|12.2|1.83|6|0|
183*1220V6|POL. CELULAR 1.83*12.20 VERDE 6.0MM|POLICARBONATO CELULAR 183X1220 VERDE 6MM|POL|LISO|VERDE|12.2|1.83|6|4555|
183*244A6|POL. CELULAR 1.83*2.44 AZUL 6.0MM|POLICARBONATO CELULAR 183X244 AZUL 6MM|POL|LISO|AZUL|2.44|1.83|6|911|
183*244B6|POL. CELULAR 1.83*2.44 BRONCE 6.0MM|POLICARBONATO CELULAR 183X244 BRONCE 6MM|POL|LISO|BRONCE|2.44|1.83|6|911|
183*244C6|POL. CELULAR  1.83*2.44 CRISTAL 6.0MM|POLICARBONATO CELULAR 183X244 CRISTAL 6MM|POL|LISO|CRISTAL|2.44|1.83|6|871|
183*244C6E|POL. SOLIDO 1.83*2.44 CRISTAL 6.0MM EXT.|POLICARBONATO SOLIDO 183X244 EXTERIOR CRISTAL 6MM|POL|DOLARES|CRISTAL|2.44|1.83|6|0|
183*244CE|POL. SOLIDO 1.83*2.44 CRISTAL 3.0MM EXT.|POLICARBONATO SOLIDO 183X244 EXTERIOR CRISTAL 3MM|POL|DOLARES|CRISTAL|2.44|1.83|6|0|
183*244CSI3|POL. SOLIDO 1.83*2.44 CRISTAL 3.0MM INT.|POLICARBONATO SOLIDO 183X244 INTERIOR CRISTAL 3MM|POL|DOLARES|CRISTAL|2.44|1.83|6|0|
183*244G6|POL. CELULAR 1.83*2.44 GRIS 6.0MM|POLICARBONATO CELULAR 183X244 GRIS 6MM|POL|LISO|GRIS|2.44|1.83|6|911|
183*244OP6|POL. CELULAR 1.83*2.44 BLANCO 6.0MM|POLICARBONATO CELULAR 183X244 BLANCO 6MM|POL|LISO|BLANCO|2.44|1.83|6|911|
183*244V6|POL. CELULAR 1.83*2.44 VERDE 6.0MM|POLICARBONATO CELULAR 183X244 VERDE 6MM|POL|LISO|VERDE|2.44|1.83|6|911|
183*366A6|POL. CELULAR 1.83*3.66 AZUL 6.0MM|POLICARBONATO CELULAR 183X366 AZUL 6MM|POL|LISO|AZUL|3.66|1.83|6|1366|
183*366B6|POL. CELULAR 1.83*3.66 BRONCE 6.0MM|POLICARBONATO CELULAR 183X366 BRONCE 6MM|POL|LISO|BRONCE|3.66|1.83|6|1366|
183*366C6|POL. CELULAR 1.83*3.66 CRISTAL 6.0MM|POLICARBONATO CELULAR 183X366 CRISTAL 6MM|POL|LISO|CRISTAL|3.66|1.83|6|1306|
183*366G6|POL. CELULAR 1.83*3.66 GRIS 6.0MM|POLICARBONATO CELULAR 183X366 GRIS 6MM|POL|LISO|GRIS|3.66|1.83|6|1366|
183*366OP6|POL. CELULAR 1.83*3.66 BLANCO 6.0MM|POLICARBONATO CELULAR 183X366 BLANCO 6MM|POL|LISO|BLANCO|3.66|1.83|6|1366|
183*366V6|POL. CELULAR 1.83*3.66 VERDE 6.0MM|POLICARBONATO CELULAR 183X366 VERDE 6MM|POL|LISO|VERDE|3.66|1.83|6|1366|
183*488A6|POL. CELULAR 1.83*4.88 AZUL 6.0MM|POLICARBONATO CELULAR 183X488 AZUL 6MM|POL|LISO|AZUL|4.88|1.83|6|1822|
183*488B6|POL. CELULAR 1.83*4.88 BRONCE 6.0MM|POLICARBONATO CELULAR 183X488 BRONCE 6MM|POL|LISO|BRONCE|4.88|1.83|6|1822|
183*488C6|POL. CELULAR 1.83*4.88 CRISTAL 6.0MM|POLICARBONATO CELULAR 183X488 CRISTAL 6MM|POL|LISO|CRISTAL|4.88|1.83|6|1741|
183*488G6|POL. CELULAR 1.83*4.88 GRIS 6.0MM|POLICARBONATO CELULAR 183X488 GRIS 6MM|POL|LISO|GRIS|4.88|1.83|6|1822|
183*488OP6|POL. CELULAR 1.83*4.88 BLANCO 6.0MM|POLICARBONATO CELULAR 183X488 BLANCO 6MM|POL|LISO|BLANCO|4.88|1.83|6|1822|
183*488V6|POL. CELULAR 1.83*4.88 VERDE 6.0MM|POLICARBONATO CELULAR 183X488 VERDE 6MM|POL|LISO|VERDE|4.88|1.83|6|1822|
183*610A6|POL. CELULAR 1.83*6.10 AZUL 6.0MM|POLICARBONATO CELULAR 183X610 AZUL 6MM|POL|LISO|AZUL|6.1|1.83|6|2277|
183*610B6|POL. CELULAR 1.83*6.10 BRONCE 6.0MM|POLICARBONATO CELULAR 183X610 BRONCE 6MM|POL|LISO|BRONCE|6.1|1.83|6|2277|
183*610C6|POL. CELULAR 1.83*6.10 CRISTAL 6.0MM|POLICARBONATO CELULAR 183X610 CRISTAL 6MM|POL|LISO|CRISTAL|6.1|1.83|6|2177|
183*610G6|POL. CELULAR 1.83*6.10 GRIS 6.0MM|POLICARBONATO CELULAR 183X610 GRIS 6MM|POL|LISO|GRIS|6.1|1.83|6|2277|
183*610OP6|POL. CELULAR  1.83 *6.10 BLANCO 6.0MM|POLICARBONATO CELULAR 183X610 BLANCO 6MM|POL|LISO|BLANCO|6.1|1.83|6|2277|
183*610V6|POL. CELULAR 1.83*6.10 VERDE 6.0MM|POLICARBONATO CELULAR 183X610 VERDE 6MM|POL|LISO|VERDE|6.1|1.83|6|2277|
183*732A6|POL. CELULAR 1.83*7.32 AZUL 6.0MM|POLICARBONATO CELULAR 183X732 AZUL 6MM|POL|LISO|AZUL|7.32|1.83|6|2733|
183*732B6|POL. CELULAR 1.83*7.32 BRONCE 6.0MM|POLICARBONATO CELULAR 183X732 BRONCE 6MM|POL|LISO|BRONCE|7.32|1.83|6|2733|
183*732C6|POL. CELULAR 1.83*7.32 CRISTAL 6.0MM|POLICARBONATO CELULAR 183X732 CRISTAL 6MM|POL|LISO|CRISTAL|7.32|1.83|6|2612|
183*732G6|POL. CELULAR  1.83*7.32 GRIS 6.0MM|POLICARBONATO CELULAR 183X732 GRIS 6MM|POL|LISO|GRIS|7.32|1.83|6|2733|
183*732OP6|POL. CELULAR 1.83*7.32 BLANCO 6.0MM|POLICARBONATO CELULAR 183X732 BLANCO 6MM|POL|LISO|BLANCO|7.32|1.83|6|2733|
183*732V6|POL. CELULAR 1.83*7.32 VERDE 6.0 MM|POLICARBONATO CELULAR 183X732 VERDE 6MM|POL|LISO|VERDE|7.32|1.83|6|2733|
183*854A6|POL. CELULAR 1.83*8.54 AZUL 6.0MM|POLICARBONATO CELULAR 183X854 AZUL 6MM|POL|LISO|AZUL|8.54|1.83|6|3188|
183*854B6|POL. CELULAR 1.83*8.54 BRONCE  6.0MM|POLICARBONATO CELULAR 183X854 BRONCE 6MM|POL|LISO|BRONCE|8.54|1.83|6|3188|
183*854C6|POL. CELULAR 1.83*8.54 CRISTAL 6.0MM|POLICARBONATO CELULAR 183X854 CRISTAL 6MM|POL|LISO|CRISTAL|8.54|1.83|6|3047|
183*854G6|POL. CELULAR 1.83*8.54 GRIS 6.0MM|POLICARBONATO CELULAR 183X854 GRIS 6MM|POL|LISO|GRIS|8.54|1.83|6|3188|
183*854OP6|POL. CELULAR 1.83*8.54 BLANCO 6.0MM|POLICARBONATO CELULAR 183X854 BLANCO 6MM|POL|LISO|BLANCO|8.54|1.83|6|3188|
183*976A6|POL. CELULAR 1.83*9.76 AZUL 6.0MM|POLICARBONATO CELULAR 183X976 AZUL 6MM|POL|LISO|AZUL|9.76|1.83|6|3644|
183*976B6|POL. CELULAR 1.83*9.76 BRONCE 6.0MM|POLICARBONATO CELULAR 183X976 BRONCE 6MM|POL|LISO|BRONCE|9.76|1.83|6|3644|
183*976C6|POL. CELULAR 1.83*9.76 CRISTAL 6.0MM|POLICARBONATO CELULAR 183X976 CRISTAL 6MM|POL|LISO|CRISTAL|9.76|1.83|6|3483|
183*976G6|POL. CELULAR 1.83*9.76 GRIS 6.0MM|POLICARBONATO CELULAR 183X976 GRIS 6MM|POL|LISO|GRIS|9.76|1.83|6|3644|
183*976OP6|POL. CELULAR 1.83*9.76 BLANCO 6.0MM|POLICARBONATO CELULAR 183X976 BLANCO 6MM|POL|LISO|BLANCO|9.76|1.83|6|3644|
183*976V6|POL. CELULAR 1.83*9.76 VERDE 6.0MM|POLICARBONATO CELULAR 183X976 VERDE 6MM|POL|LISO|VERDE|9.76|1.83|6|3644|
183PERLECENTE|POL. CELULAR 1.83*12.20 GRIS PERLECENTE|POLICARBONATO CELULAR 183X1220 GRIS PERLECENTE 6MM|POL|LISO|GRIS|12.2|1.83|6|4555|
210*1220A6|POL. CELULAR 2.10*12.20 AZUL 6.0MM|POLICARBONATO CELULAR 210X1220 AZUL 6MM|POL|LISO|AZUL|12.2|2.1|6|5226|
210*1220B6|POL. CELULAR 2.10*12.20 BRONCE 6.0MM|POLICARBONATO CELULAR 210X1220 BRONCE 6MM|POL|LISO|BRONCE|12.2|2.1|6|5226|
210*1220B8|POL. CELULAR 2.10*12.20 BRONCE 8.0MM|POLICARBONATO CELULAR 210X1220 BRONCE 8MM|POL|LISO|BRONCE|12.2|2.1|8|5226|
210*1220C6|POL. CELULAR 2.10*12.20 CRISTAL 6.0MM|POLICARBONATO CELULAR 210X1220 CRISTAL 6MM|POL|LISO|CRISTAL|12.2|2.1|6|4996|
210*1220C8|POL. CELULAR 2.10*12.20 CRISTAL 8.0MM|POLICARBONATO CELULAR 210X1220 CRISTAL 8MM|POL|DOLARES|CRISTAL|12.2|2.1|8|0|
210*1220G6|POL. CELULAR 2.10*12.20 GRIS 6.0MM|POLICARBONATO CELULAR 210X1220 GRIS 6MM|POL|LISO|GRIS|12.2|2.1|6|5226|
210*1220OP6|POL. CELULAR 2.10*12.20 BLANCO 6.0MM|POLICARBONATO CELULAR 210X1220 BLANCO 6MM|POL|LISO|BLANCO|12.2|2.1|6|5226|
210*1220OP8|POL. CELULAR 2.10*12.20 BLANCO 8.0MM|POLICARBONATO CELULAR 210X1220 BLANCO 8MM|POL|DOLARES|BLANCO|12.2|2.1|8|0|
210*1220V6|POL. CELULAR 2.10*12.20 VERDE 6.0MM|POLICARBONATO CELULAR 210X1220 VERDE 6MM|POL|LISO|VERDE|12.2|2.1|6|5226|
210*244A6|POL. CELULAR 2.10*2.44 AZUL 6.0MM|POLICARBONATO CELULAR 210X244 AZUL 6MM|POL|LISO|AZUL|2.44|2.1|6|1045|
210*244B6|POL. CELULAR 2.10*2.44 BRONCE 6.0MM|POLICARBONATO CELULAR 210X244 BRONCE 6MM|POL|LISO|BRONCE|2.44|2.1|6|1045|
210*244C6|POL. CELULAR 2.10*2.44 CRISTAL 6.0MM|POLICARBONATO CELULAR 210X244 CRISTAL 6MM|POL|LISO|CRISTAL|2.44|2.1|6|999|
210*244G6|POL.CELULAR 2.10*2.44 GRIS 6.0MM|POLICARBONATO CELULAR 210X244 GRIS 6MM|POL|LISO|GRIS|2.44|2.1|6|1045|
210*244OP6|POL. CELULAR 2.10*2.44 BLANCO 6.0MM|POLICARBONATO CELULAR 210X244 BLANCO 6MM|POL|LISO|BLANCO|2.44|2.1|6|1045|
210*244V6|POL. CELULAR 2.10*2.44 VERDE 6.0MM|POLICARBONATO CELULAR 210X244 VERDE 6MM|POL|LISO|VERDE|2.44|2.1|6|1045|
210*366A6|POL. CELULAR 2.10*3.66 AZUL 6.0MM|POLICARBONATO CELULAR 210X366 AZUL 6MM|POL|LISO|AZUL|3.66|2.1|6|1568|
210*366B6|POL. CELULAR 2.10*3.66 BRONCE 6.0MM|POLICARBONATO CELULAR 210X366 BRONCE 6MM|POL|LISO|BRONCE|3.66|2.1|6|1568|
210*366C6|POL. CELULAR 2.10*3.66 CRISTAL 6.0MM|POLICARBONATO CELULAR 210X366 CRISTAL 6MM|POL|LISO|CRISTAL|3.66|2.1|6|1499|
210*366G6|POL. CELULAR 2.10*3.66 GRIS 6.0MM|POLICARBONATO CELULAR 210X366 GRIS 6MM|POL|LISO|GRIS|3.66|2.1|6|1568|
210*366OP6|POL. CELULAR 2.10*3.66 BLANCO 6.0MM|POLICARBONATO CELULAR 210X366 BLANCO 6MM|POL|LISO|BLANCO|3.66|2.1|6|1568|
210*366V6|POL. CELULAR 2.10*3.66 VERDE 6.0MM|POLICARBONATO CELULAR 210X366 VERDE 6MM|POL|LISO|VERDE|3.66|2.1|6|1568|
210*488A6|POL. CELULAR 2.10*4.88 AZUL 6.0MM|POLICARBONATO CELULAR 210X488 AZUL 6MM|POL|LISO|AZUL|4.88|2.1|6|2091|
210*488B6|POL. CELULAR 2.10*4.88 BRONCE 6.0MM|POLICARBONATO CELULAR 210X488 BRONCE 6MM|POL|LISO|BRONCE|4.88|2.1|6|2091|
210*488C6|POL. CELULAR 2.10*4.88 CRISTAL 6.0MM|POLICARBONATO CELULAR 210X488 CRISTAL 6MM|POL|LISO|CRISTAL|4.88|2.1|6|1998|
210*488G6|POL. CELULAR 2.10*4.88 GRIS  6.0MM|POLICARBONATO CELULAR 210X488 GRIS 6MM|POL|LISO|GRIS|4.88|2.1|6|2091|
210*488OP6|POL. CELULAR 2.10*4.88 BLANCO 6.0MM|POLICARBONATO CELULAR 210X488 BLANCO 6MM|POL|LISO|BLANCO|4.88|2.1|6|2091|
210*488V6|POL. CELULAR 2.10*4.88 VERDE 6.0MM|POLICARBONATO CELULAR 210X488 VERDE 6MM|POL|LISO|VERDE|4.88|2.1|6|2091|
210*610A6|POL. CELULAR 2.10*6.10 AZUL  6.0MM|POLICARBONATO CELULAR 210X610 AZUL 6MM|POL|LISO|AZUL|6.1|2.1|6|2613|
210*610B6|POL. CELULAR 2.10*6.10 BRONCE 6.0MM|POLICARBONATO CELULAR 210X610 BRONCE 6MM|POL|LISO|BRONCE|6.1|2.1|6|2613|
210*610C6|POL.CELULAR 2.10*610 CRISTAL 6.0MM|POLICARBONATO CELULAR 210X610 CRISTAL 6MM|POL|LISO|CRISTAL|6.1|2.1|6|2498|
210*610G6|POL.CELULAR 2.10*610 GRIS 6.0MM|POLICARBONATO CELULAR 210X610 GRIS 6MM|POL|LISO|GRIS|6.1|2.1|6|2613|
210*610OP6|POL. CELULAR 2.10*6.10 OPALINO 6.0MM|POLICARBONATO CELULAR 210X610 BLANCO 6MM|POL|LISO|BLANCO|6.1|2.1|6|2613|
210*610V6|POL. CELULAR 2.10*6.10 VERDE 6.0MM|POLICARBONATO CELULAR 210X610 VERDE 6MM|POL|LISO|VERDE|6.1|2.1|6|2613|
210*732A6|POL.CELULAR 2.10*732  AZUL 6.0MM|POLICARBONATO CELULAR 210X732 AZUL 6MM|POL|LISO|AZUL|7.32|2.1|6|3136|
210*732B6|POL.CELULAR 2.10*732 BRONCE 6.0MM|POLICARBONATO CELULAR 210X732 BRONCE 6MM|POL|LISO|BRONCE|7.32|2.1|6|3136|
210*732C6|POL.CELULAR 2.10*732 CRISTAL 6.0MM|POLICARBONATO CELULAR 210X732 CRISTAL 6MM|POL|LISO|CRISTAL|7.32|2.1|6|2998|
210*732G6|POL.CELULAR 2.10*732 GRIS 6.0MM|POLICARBONATO CELULAR 210X732 GRIS 6MM|POL|LISO|GRIS|7.32|2.1|6|3136|
